clean_tweet,emotion,label
feel assured properly preparing crystal spanish sojourn,happy,3
feeling doomed moment laid eye still thought judy glasberg href http www,sad,4
feeling terrified terrified people around situation involves,fear,2
feel tug fabric thigh butt overwhelmed feeling fat,surprise,5
left feeling entertained empty,happy,3
feel doomed long pant ugly shoe rest life even yet,sad,4
feeling unduly pleased managed change battery smoke detector,happy,3
start feeling overwhelmed want run away hide back closet,fear,2
feel awful stay home missing exercise practice flaking team,sad,4
im feeling quite relaxed today,happy,3
feel contributed positive way seven,happy,3
href http feeling groggy,sad,4
feel change anthem disillusioned,sad,4
thankful safety loved one loved one friend guilty feeling selfish deeply saddened people back home say,angry,0
im currently feeling cranky silly reason im going complain,angry,0
read practicies cult like belief falun gong feel sceptical tad bemused,fear,2
need finish venting feeling relieved still feeling irritated,happy,3
great tutor teach magic cube yesterday night feeling thrilled finally managed learn another new pattern solve magic cube signing,happy,3
feel hopeful yesterday small number childrens misbehavior service difficult hurried pace day left frayed vulnerable,happy,3
feel helpless car cash say,sad,4
always looking forward life feel dull numb,sad,4
hurt bad feel like finally getting punished thinking way feeling damn restless,sad,4
sometimes feel inadequate mind often slip focusing god jump selfish thought task hand classroom,sad,4
feeling fairly comfortable could think plan,happy,3
ive desperately trying finish machine learning p set im far enough along im longer complete panic mode feel like mood spinner detachedly amused freaking fuck,happy,3
im feeling quite distressed amount horse whose jaw jammed shut consider excessive noseband along considerable amount metal mouth,fear,2
could feel putting simply splendid,happy,3
really like thrilled see take u another hand feel drama seems bit messy,sad,4
feel frustration see ugly number feel pain infusion site insert body cause wince pain,sad,4
began feel afraid disappointment tour rain fog continued,fear,2
used work feel needy scream attention please felt obligated give,sad,4
mean memory make feel dirty unworthy,sad,4
feeling isolated lonely misunderstood,sad,4
ive feeling cranky lately,angry,0
feel like people internet issue online friend expect hateful mean well,angry,0
love car feel second attempt owning one pleasant one,happy,3
feel anything relationship doomed one,sad,4
let calm ill feel like neglectful aunt cant,sad,4
saw man hitting child year without consideration,angry,0
know child fulfill dream happy sponsored child better chance instead feeling hopeless vision something beyond life poverty,sad,4
gay feel assaulted right wing,fear,2
think act unkindness result form selfishness unkind requires lack concern another person distorted feeling gain unkind,angry,0
never make feel disliked like bad kid acting according raised acting liek year old child,sad,4
think next best see lot level lol looking feeling glad got bad result would stand anyway,happy,3
always thought problem better deal immediately feel like thing resolved feel better,happy,3
im fed christmas christmas really struggle feel festive,happy,3
empty disappointed angry sad chaotic destructive feel today im mad always fuck shit,angry,0
surprised people may feeling outraged terrible environmental consequence logging dam seeing leader betrayed turning higher authority divine help last resort,angry,0
raphael say grasping usual eloquence feeling slip finger spiteful ease,angry,0
know main reason feel like losing unsure ever get piece back quite ready talk yet,fear,2
stayed vienna class,fear,2
feel glamourous,happy,3
feel like im tortured like year ago,fear,2
sent home still feeling bit shaky dizzy,fear,2
im sure youre alone feeling little funny enjoying art even black created black endorsed art littered term would brand hateful backward racist capital r uttered conversation,surprise,5
take care flashback swingsets telling tiniest white lie sake feeling free several hour arriving home late staying past curfew watch horror movie well sort,happy,3
feel develop friendly connection time progress,happy,3
feel vulnerable sharing thing write hit publish button anyway,fear,2
feel heartbroken silly way course,sad,4
feel disheartened feel nauseous sick,sad,4
feel really dirty felt really nice,sad,4
feel gratitude opportunity met many amazing people magic internet,surprise,5
know make bitch half help feel little triumphant see old nemesis come workplace pregnant kid tow fat husband waiting pickup truck rushed clearly unhappy,happy,3
feel extraordinarily clever,happy,3
feel amazing resource family traveling orlando,happy,3
drink glass champagne feel really relieved,happy,3
im also feeling overwhelmed often im saying im old shit,surprise,5
miss friend amp feel neglectful,sad,4
attracted feeling admired object desire refusing give,happy,3
caressed affectionately curled ever close giving wonderfully warm feeling divine mother loving sparsh forget,happy,3
feel like waiting lifetime unfolding experience always excited share whatever learning unfolding u experience full awareness,happy,3
get older desire find creative way continue dancer feel like time body stop reacting responding dance time artistic level honed really great way,happy,3
still child,angry,0
im feeling really lonely feeling like im missing part,sad,4
felt bubbling feeling pretty soon peek climaxed hand cute little dress,happy,3
get soon choir dealt feeling headache thats killer could get way angered evening,angry,0
believe feel sadly truthful,happy,3
give tip overcoming feeling overwhelmed,fear,2
didnt feel intimidated felt beginning class,fear,2
went home day feeling discouraged ground make heart set fulfilling destiny,sad,4
struggle lick lip least ease dry cracked feeling end getting unwelcome taste mask tied face,sad,4
tried convince mine wouldnt actually make feel crappy like real deal still reluctant try,sad,4
feel like broke mold least degree come stereotype sibling rivalry,sad,4
feel utterly depend sweet jesus carry next day hour mile conversation minute,happy,3
feel unfortunate governor riley stated republican party raising fund unseat democrat election,sad,4
feel disturbed inside,sad,4
got feeling respected choice making way answering nobody,happy,3
